Snötyp:,Snötemperatur:,Valla (Label)
0,-2.99999999999997,1
0,-3.09999999999997,1
0,-3.19999999999997,1
0,-3.29999999999997,1
0,-3.39999999999997,1
0,-3.49999999999997,1
0,-3.59999999999997,1
0,-3.69999999999997,1
0,-3.79999999999997,1
0,-3.89999999999996,1
0,-3.99999999999996,2
0,-4.1,2
0,-4.2,2
0,-4.3,2
0,-4.4,2
0,-4.5,2
0,-4.6,2
0,-4.7,2
0,-4.8,2
0,-4.9,2
0,-5.0,2
0,-5.1,2
0,-5.2,2
0,-5.3,2
0,-5.4,2
0,-5.5,2
0,-5.6,2
0,-5.7,2
0,-5.8,2
0,-5.9,2
0,-6.0,2
0,-6.1,2
0,-6.2,2
0,-6.3,2
0,-6.4,2
0,-6.5,2
0,-6.6,2
0,-6.7,2
0,-6.8,2
0,-6.9,2
0,-7.0,2
0,-7.1,2
0,-7.2,2
0,-7.3,2
0,-7.4,2
0,-7.5,2
0,-7.6,2
0,-7.7,2
0,-7.8,2
0,-7.9,2
0,-8.0,2
0,-8.0999999999999,2
0,-8.1999999999999,2
0,-8.2999999999999,2
0,-8.3999999999999,2
0,-8.4999999999999,2
0,-8.5999999999999,2
0,-8.6999999999999,2
0,-8.7999999999999,2
0,-8.8999999999999,2
0,-8.9999999999999,2
0,-9.0999999999999,2
0,-9.1999999999999,2
0,-9.2999999999999,2
0,-9.3999999999999,2
0,-9.4999999999999,2
0,-9.5999999999999,2
0,-9.6999999999999,2
0,-9.7999999999999,2
0,-9.8999999999999,2
0,-9.9999999999999,2
0,-10.0999999999999,2
0,-10.1999999999999,2
0,-10.2999999999999,2
0,-10.3999999999999,2
0,-10.4999999999999,2
0,-10.5999999999999,2
0,-10.6999999999999,2
0,-10.7999999999999,2
0,-10.8999999999999,2
0,-10.9999999999999,2
0,-11.0999999999999,2
0,-11.1999999999999,2
0,-11.2999999999999,2
0,-11.3999999999999,2
0,-11.4999999999999,2
0,-11.5999999999999,2
0,-11.6999999999999,2
0,-11.7999999999999,2
0,-11.8999999999999,2
0,-11.9999999999999,2
0,-12.0999999999999,2
0,-12.1999999999999,2
0,-12.2999999999999,2
0,-12.3999999999999,2
0,-12.4999999999999,2
0,-12.5999999999999,2
0,-12.6999999999999,2
0,-12.7999999999999,2
0,-12.8999999999999,2
0,-12.9999999999999,2
0,-13.0999999999999,2
0,-13.1999999999999,2
0,-13.2999999999999,2
0,-13.3999999999999,2
0,-13.4999999999999,2
0,-13.5999999999999,2
0,-13.6999999999999,2
0,-13.7999999999999,2
0,-13.8999999999999,2
0,-13.9999999999999,2
0,-14.0999999999999,2
0,-14.1999999999999,2
0,-14.2999999999999,2
0,-14.3999999999999,2
0,-14.4999999999999,2
0,-14.5999999999999,2
0,-14.6999999999999,2
0,-14.7999999999999,2
0,-14.8999999999999,2
0,-14.9999999999999,2
1,6.0,3
1,5.9,3
1,5.8,3
1,5.7,3
1,5.6,3
1,5.5,3
1,5.4,3
1,5.3,3
1,5.2,3
1,5.1,3
1,5.0,3
1,4.9,3
1,4.8,3
1,4.7,3
1,4.6,3
1,4.50000000000001,3
1,4.40000000000001,3
1,4.30000000000001,3
1,4.20000000000001,3
1,4.10000000000001,3
1,4.00000000000001,3
1,3.90000000000001,3
1,3.80000000000001,3
1,3.70000000000001,3
1,3.60000000000001,3
1,3.50000000000001,3
1,3.40000000000001,3
1,3.30000000000001,3
1,3.20000000000001,3
1,3.10000000000001,3
1,3.00000000000001,4
1,2.90000000000001,4
1,2.80000000000001,4
1,2.70000000000001,4
1,2.60000000000001,4
1,2.50000000000001,4
1,2.40000000000001,4
1,2.30000000000001,4
1,2.20000000000001,4
1,2.10000000000001,4
1,2.00000000000001,4
1,1.90000000000001,4
1,1.80000000000001,4
1,1.70000000000002,4
1,1.60000000000002,4
1,1.50000000000002,4
1,1.40000000000002,4
1,1.30000000000002,4
1,1.20000000000002,4
1,1.10000000000002,4
1,1.00000000000002,4
1,0.90000000000002,5
1,0.80000000000002,5
1,0.70000000000002,5
1,0.60000000000002,5
1,0.50000000000002,5
1,0.40000000000002,5
1,0.30000000000002,5
1,0.20000000000002,5
1,0.10000000000002,5
1,0.0,5
1,-0.0999999999999801,5
1,-0.19999999999998,5
1,-0.29999999999998,5
1,-0.39999999999998,5
1,-0.49999999999998,5
1,-0.59999999999998,5
1,-0.69999999999998,5
1,-0.79999999999998,5
1,-0.89999999999998,5
1,-0.99999999999998,6
1,-1.09999999999997,6
1,-1.19999999999997,6
1,-1.29999999999997,6
1,-1.39999999999997,6
1,-1.49999999999997,6
1,-1.59999999999997,6
1,-1.69999999999997,6
1,-1.79999999999997,6
1,-1.89999999999997,6
1,-1.99999999999997,6
1,-2.09999999999997,6
1,-2.19999999999997,6
1,-2.29999999999997,6
1,-2.39999999999997,6
1,-2.49999999999997,6
1,-2.59999999999997,6
1,-2.69999999999997,6
1,-2.79999999999997,6
1,-2.89999999999997,6
1,-2.99999999999997,6
1,-3.09999999999997,6
1,-3.19999999999997,6
1,-3.29999999999997,6
1,-3.39999999999997,6
1,-3.49999999999997,6
1,-3.59999999999997,6
1,-3.69999999999997,6
1,-3.79999999999997,6
1,-3.89999999999996,6
1,-3.99999999999996,6
1,-4.1,6
1,-4.2,6
1,-4.3,6
1,-4.4,6
1,-4.5,6
1,-4.6,6
1,-4.7,6
1,-4.8,6
1,-4.9,6
1,-5.0,6
1,-5.1,6
1,-5.2,6
1,-5.3,6
1,-5.4,6
1,-5.5,6
1,-5.6,6
1,-5.7,6
1,-5.8,6
1,-5.9,6
1,-6.0,6
1,-6.1,6
1,-6.2,6
1,-6.3,6
1,-6.4,6
1,-6.5,6
1,-6.6,6
1,-6.7,6
1,-6.8,6
1,-6.9,6
1,-7.0,6
1,-7.1,6
1,-7.2,6
1,-7.3,6
1,-7.4,6
1,-7.5,6
1,-7.6,6
1,-7.7,6
1,-7.8,6
1,-7.9,6
1,-8.0,6
1,-8.0999999999999,6
1,-8.1999999999999,6
1,-8.2999999999999,6
1,-8.3999999999999,6
1,-8.4999999999999,6
1,-8.5999999999999,6
1,-8.6999999999999,6
1,-8.7999999999999,6
1,-8.8999999999999,6
1,-8.9999999999999,6
1,-9.0999999999999,6
1,-9.1999999999999,6
1,-9.2999999999999,6
1,-9.3999999999999,6
1,-9.4999999999999,6
1,-9.5999999999999,6
1,-9.6999999999999,6
1,-9.7999999999999,6
1,-9.8999999999999,6
1,-9.9999999999999,6
1,-10.0999999999999,6
1,-10.1999999999999,6
1,-10.2999999999999,6
1,-10.3999999999999,6
1,-10.4999999999999,6
1,-10.5999999999999,6
1,-10.6999999999999,6
1,-10.7999999999999,6
1,-10.8999999999999,6
1,-10.9999999999999,6
1,-11.0999999999999,6
1,-11.1999999999999,6
1,-11.2999999999999,6
1,-11.3999999999999,6
1,-11.4999999999999,6
1,-11.5999999999999,6
1,-11.6999999999999,6
1,-11.7999999999999,6
1,-11.8999999999999,6
1,-11.9999999999999,2
1,-12.0999999999999,2
1,-12.1999999999999,2
1,-12.2999999999999,2
1,-12.3999999999999,2
1,-12.4999999999999,2
1,-12.5999999999999,2
1,-12.6999999999999,2
1,-12.7999999999999,2
1,-12.8999999999999,2
1,-12.9999999999999,2
1,-13.0999999999999,2
1,-13.1999999999999,2
1,-13.2999999999999,2
1,-13.3999999999999,2
1,-13.4999999999999,2
1,-13.5999999999999,2
1,-13.6999999999999,2
1,-13.7999999999999,2
1,-13.8999999999999,2
1,-13.9999999999999,2
1,-14.0999999999999,2
1,-14.1999999999999,2
1,-14.2999999999999,2
1,-14.3999999999999,2
1,-14.4999999999999,2
1,-14.5999999999999,2
1,-14.6999999999999,2
1,-14.7999999999999,2
1,-14.8999999999999,2
1,-14.9999999999999,2
2,6.0,4
2,5.9,4
2,5.8,4
2,5.7,4
2,5.6,4
2,5.5,4
2,5.4,4
2,5.3,4
2,5.2,4
2,5.1,4
2,5.0,4
2,4.9,4
2,4.8,4
2,4.7,4
2,4.6,4
2,4.50000000000001,4
2,4.40000000000001,4
2,4.30000000000001,4
2,4.20000000000001,4
2,4.10000000000001,4
2,4.00000000000001,4
2,3.90000000000001,4
2,3.80000000000001,4
2,3.70000000000001,4
2,3.60000000000001,4
2,3.50000000000001,4
2,3.40000000000001,4
2,3.30000000000001,4
2,3.20000000000001,4
2,3.10000000000001,4
2,3.00000000000001,5
2,2.90000000000001,5
2,2.80000000000001,5
2,2.70000000000001,5
2,2.60000000000001,5
2,2.50000000000001,5
2,2.40000000000001,5
2,2.30000000000001,5
2,2.20000000000001,5
2,2.10000000000001,5
2,2.00000000000001,5
2,1.90000000000001,5
2,1.80000000000001,5
2,1.70000000000002,5
2,1.60000000000002,5
2,1.50000000000002,5
2,1.40000000000002,5
2,1.30000000000002,5
2,1.20000000000002,5
2,1.10000000000002,5
2,1.00000000000002,5
2,0.90000000000002,7
2,0.80000000000002,7
2,0.70000000000002,7
2,0.60000000000002,7
2,0.50000000000002,7
2,0.40000000000002,7
2,0.30000000000002,7
2,0.20000000000002,7
2,0.10000000000002,7
2,0.0,7
2,-0.0999999999999801,7
2,-0.19999999999998,7
2,-0.29999999999998,7
2,-0.39999999999998,7
2,-0.49999999999998,7
2,-0.59999999999998,7
2,-0.69999999999998,7
2,-0.79999999999998,7
2,-0.89999999999998,7
2,-0.99999999999998,8
2,-1.09999999999997,8
2,-1.19999999999997,8
2,-1.29999999999997,8
2,-1.39999999999997,8
2,-1.49999999999997,8
2,-1.59999999999997,8
2,-1.69999999999997,8
2,-1.79999999999997,8
2,-1.89999999999997,8
2,-1.99999999999997,8
2,-2.09999999999997,8
2,-2.19999999999997,8
2,-2.29999999999997,8
2,-2.39999999999997,8
2,-2.49999999999997,8
2,-2.59999999999997,8
2,-2.69999999999997,8
2,-2.79999999999997,8
2,-2.89999999999997,8
2,-2.99999999999997,8
2,-3.09999999999997,8
2,-3.19999999999997,8
2,-3.29999999999997,8
2,-3.39999999999997,8
2,-3.49999999999997,8
2,-3.59999999999997,8
2,-3.69999999999997,8
2,-3.79999999999997,8
2,-3.89999999999996,8
2,-3.99999999999996,2
2,-4.1,2
2,-4.2,2
2,-4.3,2
2,-4.4,2
2,-4.5,2
2,-4.6,2
2,-4.7,2
2,-4.8,2
2,-4.9,2
2,-5.0,2
2,-5.1,2
2,-5.2,2
2,-5.3,2
2,-5.4,2
2,-5.5,2
2,-5.6,2
2,-5.7,2
2,-5.8,2
2,-5.9,2
2,-6.0,2
2,-6.1,2
2,-6.2,2
2,-6.3,2
2,-6.4,2
2,-6.5,2
2,-6.6,2
2,-6.7,2
2,-6.8,2
2,-6.9,2
2,-7.0,2
2,-7.1,2
2,-7.2,2
2,-7.3,2
2,-7.4,2
2,-7.5,2
2,-7.6,2
2,-7.7,2
2,-7.8,2
2,-7.9,2
2,-8.0,2
2,-8.0999999999999,2
2,-8.1999999999999,2
2,-8.2999999999999,2
2,-8.3999999999999,2
2,-8.4999999999999,2
2,-8.5999999999999,2
2,-8.6999999999999,2
2,-8.7999999999999,2
2,-8.8999999999999,2
2,-8.9999999999999,2
2,-9.0999999999999,2
2,-9.1999999999999,2
2,-9.2999999999999,2
2,-9.3999999999999,2
2,-9.4999999999999,2
2,-9.5999999999999,2
2,-9.6999999999999,2
2,-9.7999999999999,2
2,-9.8999999999999,2
2,-9.9999999999999,2
2,-10.0999999999999,2
2,-10.1999999999999,2
2,-10.2999999999999,2
2,-10.3999999999999,2
2,-10.4999999999999,2
2,-10.5999999999999,2
2,-10.6999999999999,2
2,-10.7999999999999,2
2,-10.8999999999999,2
2,-10.9999999999999,2
2,-11.0999999999999,2
2,-11.1999999999999,2
2,-11.2999999999999,2
2,-11.3999999999999,2
2,-11.4999999999999,2
2,-11.5999999999999,2
2,-11.6999999999999,2
2,-11.7999999999999,2
2,-11.8999999999999,2
2,-11.9999999999999,2
2,-12.0999999999999,2
2,-12.1999999999999,2
2,-12.2999999999999,2
2,-12.3999999999999,2
2,-12.4999999999999,2
2,-12.5999999999999,2
2,-12.6999999999999,2
2,-12.7999999999999,2
2,-12.8999999999999,2
2,-12.9999999999999,2
2,-13.0999999999999,2
2,-13.1999999999999,2
2,-13.2999999999999,2
2,-13.3999999999999,2
2,-13.4999999999999,2
2,-13.5999999999999,2
2,-13.6999999999999,2
2,-13.7999999999999,2
2,-13.8999999999999,2
2,-13.9999999999999,2
2,-14.0999999999999,2
2,-14.1999999999999,2
2,-14.2999999999999,2
2,-14.3999999999999,2
2,-14.4999999999999,2
2,-14.5999999999999,2
2,-14.6999999999999,2
2,-14.7999999999999,2
2,-14.8999999999999,2
2,-14.9999999999999,2
3,6.0,4
3,5.9,4
3,5.8,4
3,5.7,4
3,5.6,4
3,5.5,4
3,5.4,4
3,5.3,4
3,5.2,4
3,5.1,4
3,5.0,4
3,4.9,4
3,4.8,4
3,4.7,4
3,4.6,4
3,4.50000000000001,4
3,4.40000000000001,4
3,4.30000000000001,4
3,4.20000000000001,4
3,4.10000000000001,4
3,4.00000000000001,4
3,3.90000000000001,4
3,3.80000000000001,4
3,3.70000000000001,4
3,3.60000000000001,4
3,3.50000000000001,4
3,3.40000000000001,4
3,3.30000000000001,4
3,3.20000000000001,4
3,3.10000000000001,4
3,3.00000000000001,4
3,2.90000000000001,4
3,2.80000000000001,4
3,2.70000000000001,4
3,2.60000000000001,4
3,2.50000000000001,4
3,2.40000000000001,4
3,2.30000000000001,4
3,2.20000000000001,4
3,2.10000000000001,4
3,2.00000000000001,4
3,1.90000000000001,4
3,1.80000000000001,4
3,1.70000000000002,4
3,1.60000000000002,4
3,1.50000000000002,4
3,1.40000000000002,4
3,1.30000000000002,4
3,1.20000000000002,4
3,1.10000000000002,4
3,1.00000000000002,9
3,0.90000000000002,9
3,0.80000000000002,9
3,0.70000000000002,9
3,0.60000000000002,9
3,0.50000000000002,9
3,0.40000000000002,9
3,0.30000000000002,9
3,0.20000000000002,9
3,0.10000000000002,9
3,0.0,9
3,-0.0999999999999801,9
3,-0.19999999999998,9
3,-0.29999999999998,9
3,-0.39999999999998,9
3,-0.49999999999998,9
3,-0.59999999999998,9
3,-0.69999999999998,9
3,-0.79999999999998,9
3,-0.89999999999998,9
3,-0.99999999999998,6
3,-1.09999999999997,6
3,-1.19999999999997,6
3,-1.29999999999997,6
3,-1.39999999999997,6
3,-1.49999999999997,6
3,-1.59999999999997,6
3,-1.69999999999997,6
3,-1.79999999999997,6
3,-1.89999999999997,6
3,-1.99999999999997,6
3,-2.09999999999997,6
3,-2.19999999999997,6
3,-2.29999999999997,6
3,-2.39999999999997,6
3,-2.49999999999997,6
3,-2.59999999999997,6
3,-2.69999999999997,6
3,-2.79999999999997,6
3,-2.89999999999997,6
3,-2.99999999999997,6
3,-3.09999999999997,6
3,-3.19999999999997,6
3,-3.29999999999997,6
3,-3.39999999999997,6
3,-3.49999999999997,6
3,-3.59999999999997,6
3,-3.69999999999997,6
3,-3.79999999999997,6
3,-3.89999999999996,6
3,-3.99999999999996,6
3,-4.1,6
3,-4.2,6
3,-4.3,6
3,-4.4,6
3,-4.5,6
3,-4.6,6
3,-4.7,6
3,-4.8,6
3,-4.9,6
3,-5.0,6
3,-5.1,6
3,-5.2,6
3,-5.3,6
3,-5.4,6
3,-5.5,6
3,-5.6,6
3,-5.7,6
3,-5.8,6
3,-5.9,6
3,-6.0,6
3,-6.1,6
3,-6.2,6
3,-6.3,6
3,-6.4,6
3,-6.5,6
3,-6.6,6
3,-6.7,6
3,-6.8,6
3,-6.9,6
3,-7.0,6
3,-7.1,6
3,-7.2,6
3,-7.3,6
3,-7.4,6
3,-7.5,6
3,-7.6,6
3,-7.7,6
3,-7.8,6
3,-7.9,6
3,-8.0,2
3,-8.0999999999999,2
3,-8.1999999999999,2
3,-8.2999999999999,2
3,-8.3999999999999,2
3,-8.4999999999999,2
3,-8.5999999999999,2
3,-8.6999999999999,2
3,-8.7999999999999,2
3,-8.8999999999999,2
3,-8.9999999999999,2
3,-9.0999999999999,2
3,-9.1999999999999,2
3,-9.2999999999999,2
3,-9.3999999999999,2
3,-9.4999999999999,2
3,-9.5999999999999,2
3,-9.6999999999999,2
3,-9.7999999999999,2
3,-9.8999999999999,2
3,-9.9999999999999,2
3,-10.0999999999999,2
3,-10.1999999999999,2
3,-10.2999999999999,2
3,-10.3999999999999,2
3,-10.4999999999999,2
3,-10.5999999999999,2
3,-10.6999999999999,2
3,-10.7999999999999,2
3,-10.8999999999999,2
3,-10.9999999999999,2
3,-11.0999999999999,2
3,-11.1999999999999,2
3,-11.2999999999999,2
3,-11.3999999999999,2
3,-11.4999999999999,2
3,-11.5999999999999,2
3,-11.6999999999999,2
3,-11.7999999999999,2
3,-11.8999999999999,2
3,-11.9999999999999,2
3,-12.0999999999999,2
3,-12.1999999999999,2
3,-12.2999999999999,2
3,-12.3999999999999,2
3,-12.4999999999999,2
3,-12.5999999999999,2
3,-12.6999999999999,2
3,-12.7999999999999,2
3,-12.8999999999999,2
3,-12.9999999999999,2
3,-13.0999999999999,2
3,-13.1999999999999,2
3,-13.2999999999999,2
3,-13.3999999999999,2
3,-13.4999999999999,2
3,-13.5999999999999,2
3,-13.6999999999999,2
3,-13.7999999999999,2
3,-13.8999999999999,2
3,-13.9999999999999,2
3,-14.0999999999999,2
3,-14.1999999999999,2
3,-14.2999999999999,2
3,-14.3999999999999,2
3,-14.4999999999999,2
3,-14.5999999999999,2
3,-14.6999999999999,2
3,-14.7999999999999,2
3,-14.8999999999999,2
3,-14.9999999999999,2
